 366000 , 400000 ,-34000 , 171340.3326 , 228659.6674 , 57.16491685 ,"06/09/2021","40438", 402242 ,"Bodyshop","J","01684","TIB DEVELOPMENT BANK LIMITED", 2 ,"J0885000801","F","A","A", 2913103 ,"01"
 34000 , 39780 ,-5780 , 22781.6233 , 16998.3767 , 42.73096204123 ,"06/09/2021","40438", 402242 ,"Bodyshop","J","01684","TIB DEVELOPMENT BANK LIMITED", 1 ,"J5611760100","F","A","A", 2913102 ,"01"
 339500 , 459630 ,-120130 , 302601.1525 , 157028.8475 , 34.16418586689 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J43212KK010","R","A","A", 2877777 ,"01"
 495000 , 548215.2 ,-53215.2 , 327250.5403 , 220964.6597 , 40.30618992323 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J480680K090","R","A","A", 2877778 ,"01"
 420000 , 506160 ,-86160 , 325082.3492 , 181077.6508 , 35.77478481113 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J486100K040","R","A","A", 2877794 ,"01"
 535700 , 507510 , 28190 , 332645.69 , 174864.31 , 34.45534275187 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J486300K040","R","A","A", 2877795 ,"01"
 35000 , 48600 ,-13600 , 25844.3454 , 22755.6546 , 46.8223345679 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 2 ,"J9010514160","R","A","A", 2877796 ,"01"
 126900 , 114210 , 12690 , 69042.72 , 45167.28 , 39.5475702653 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J48626KK010","R","A","A", 2877797 ,"01"
 126900 , 114210 , 12690 , 69042.72 , 45167.28 , 39.5475702653 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J48625KK010","R","A","A", 2877798 ,"01"
 24480 , 22032 , 2448 , 13481.16 , 8550.84 , 38.81100217865 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 4 ,"J90105T0305","R","A","A", 2877799 ,"01"
 180064 , 162057.6 , 18006.4 , 116964.98 , 45092.62 , 27.82505726359 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J51410KK010","R","A","A", 2877800 ,"01"
 185368 , 166831.2 , 18536.8 , 116964.98 , 49866.22 , 29.8902243705 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J51420KK010","R","A","A", 2877801 ,"01"
 345304 , 310773.6 , 34530.4 , 185012.66 , 125760.94 , 40.46706026509 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 2 ,"J51405KK030","R","A","A", 2877802 ,"01"
 720720 , 567648 , 153072 , 318622.0097 , 249025.9903 , 43.86979083869 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J43211KK010","R","A","A", 2891043 ,"01"
 130000 , 117000 , 13000 , 73767.177 , 43232.823 , 36.95113076923 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 2 ,"J90316T0002","R","A","A", 2896231 ,"01"
 7100 , 6390 , 710 , 4506.6592 , 1883.3408 , 29.47325195618 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J9094201082","R","A","A", 2896232 ,"01"
 6000 , 5400 , 600 , 3458.8907 , 1941.1093 , 35.94646851852 ,"07/09/2021","33401", 402507 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J9094202081","R","A","A", 2896233 ,"01"
 36300 , 47900 ,-11600 , 22738.1719 , 25161.8281 , 52.5299125261 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J7553160080","R","A","A", 2885036 ,"01"
 71200 , 71200 , 0 , 47944.1124 , 23255.8876 , 32.66276348315 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 2 ,"J9098113046","R","A","A", 2885037 ,"01"
 61000 , 61000 , 0 , 39074.905 , 21925.095 , 35.94277868852 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 2 ,"J9098115021","R","A","A", 2885038 ,"01"
 77600 , 77600 , 0 , 48318.7536 , 29281.2464 , 37.73356494845 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 2 ,"J9098113075","R","A","A", 2885039 ,"01"
 208000 , 208000 , 0 , 123852.983 , 84147.017 , 40.45529663462 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 2 ,"J4260B60020","R","A","A", 2885040 ,"01"
 143200 , 143200 , 0 , 90642.4426 , 52557.5574 , 36.70220488827 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J5380860070","R","A","A", 2885041 ,"01"
 24000 , 24000 , 0 , 12393.423 , 11606.577 , 48.3607375 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 10 ,"J9046707214","R","A","A", 2885042 ,"01"
 111400 , 111400 , 0 , 58903.9994 , 52496.0006 , 47.12387845601 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J3147060380","R","A","A", 2885051 ,"01"
 1466500 , 1466500 , 0 , 826996.0986 , 639503.9014 , 43.60749412888 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J561016A971","R","A","A", 2885054 ,"01"
 17000 , 17000 , 0 , 11158.822 , 5841.178 , 34.35987058824 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 10 ,"J9018906065","R","A","A", 2885085 ,"01"
 145800 , 224700 ,-78900 , 123728.8288 , 100971.1712 , 44.93599074321 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J7553460072","R","A","A", 2885087 ,"01"
 32640 , 32640 , 0 , 23517.9 , 9122.1 , 27.94761029412 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 10 ,"J9015960215","R","A","A", 2885089 ,"01"
 13000 , 22000 ,-9000 , 10144.718 , 11855.282 , 53.88764545455 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 10 ,"J9016660003","R","A","A", 2885090 ,"01"
 187000 , 224400 ,-37400 , 105747.8936 , 118652.1064 , 52.87527023173 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J7553360082","R","A","A", 2885134 ,"01"
 698900 , 957800 ,-258900 , 428199.5534 , 529600.4466 , 55.29342729171 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J8113060C92","R","A","A", 2885135 ,"01"
 673400 , 957800 ,-284400 , 402669.9199 , 555130.0801 , 57.95887242639 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J8117060C62","R","A","A", 2885136 ,"01"
 366000 , 366000 , 0 , 190338.3782 , 175661.6218 , 47.99497863388 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 2 ,"J0885000801","R","A","A", 2885137 ,"01"
 704000 , 946900 ,-242900 , 419763.1275 , 527136.8725 , 55.66975102968 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J521196A975","R","A","A", 2885138 ,"01"
 154400 , 232500 ,-78100 , 101567.4223 , 130932.5777 , 56.3150871828 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J5387660080","R","A","A", 2885139 ,"01"
 229900 , 326800 ,-96900 , 146819.6359 , 179980.3641 , 55.07355082619 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J5387560140","R","A","A", 2885140 ,"01"
 70000 , 70000 , 0 , 40635.9932 , 29364.0068 , 41.94858114286 ,"08/09/2021","36235", 402639 ,"Bodyshop","J","01252","Government Chemist Laboratory Authority", 1 ,"J5211660181","R","A","A", 2885141 ,"01"
 36300 , 47900 ,-11600 , 23106.5437 , 24793.4563 , 51.7608691023 ,"09/09/2021","40254", 402737 ,"Bodyshop","J","02782","Tanzania Commercial Bank", 1 ,"J7553160080","F","A","A", 2909762 ,"01"
 366000 , 400000 ,-34000 , 169906.1348 , 230093.8652 , 57.5234663 ,"09/09/2021","40254", 402737 ,"Bodyshop","J","02782","Tanzania Commercial Bank", 2 ,"J0885000801","F","A","A", 2909763 ,"01"
 34000 , 39780 ,-5780 , 22098.0355 , 17681.9645 , 44.44938285571 ,"09/09/2021","40254", 402737 ,"Bodyshop","J","02782","Tanzania Commercial Bank", 1 ,"J5611760100","F","A","A", 2909764 ,"01"
 1300000 , 1778948 ,-478948 , 657199 , 1121749 , 63.05687406265 ,"09/09/2021","40254", 402737 ,"Bodyshop","J","02782","Tanzania Commercial Bank", 1 ,"J561016A948","F","A","A", 2909765 ,"01"
 3250000 , 3250000 , 0 , 2014088.048 , 1235911.952 , 38.02806006154 ,"10/09/2021","41555", 402764 ,"Bodyshop","J","00328","Sales Department Accesories", 5 ,"J4260160612","I","A","A", 2918307 ,"01"
 3250000 , 3250000 , 0 , 2014088.048 , 1235911.952 , 38.02806006154 ,"10/09/2021","41554", 402765 ,"Bodyshop","J","00328","Sales Department Accesories", 5 ,"J4260160612","I","A","A", 2918306 ,"01"
 3250000 , 3250000 , 0 , 2014088.048 , 1235911.952 , 38.02806006154 ,"10/09/2021","41556", 402763 ,"Bodyshop","J","00328","Sales Department Accesories", 5 ,"J4260160612","I","A","A", 2918305 ,"01"
 3250000 , 3250000 , 0 , 2014088.048 , 1235911.952 , 38.02806006154 ,"10/09/2021","41558", 402766 ,"Bodyshop","J","00328","Sales Department Accesories", 5 ,"J4260160612","I","A","A", 2918303 ,"01"
 1246800 , 1439815 ,-193015 , 683343.402 , 756471.598 , 52.5394997274 ,"10/09/2021","42046", 402836 ,"Bodyshop","J","10306","JAFFERY IND.SAINI LTD", 1 ,"J5610160M30","R","A","A", 2925529 ,"01"
 366000 , 329400 , 36600 , 169891.9758 , 159508.0242 , 48.42380819672 ,"10/09/2021","42046", 402836 ,"Bodyshop","J","10306","JAFFERY IND.SAINI LTD", 2 ,"J0885000801","R","A","A", 2925530 ,"01"
 108000 , 108000 , 0 , 69019.838 , 38980.162 , 36.09274259259 ,"13/09/2021","35618", 402921 ,"Bodyshop","J","10486","Suma Jkt H/Q", 1 ,"J8630060690","R","A","A", 2914022 ,"01"
 613900 , 613900 , 0 , 419731.3174 , 194168.6826 , 31.62871519791 ,"13/09/2021","35618", 402921 ,"Bodyshop","J","10486","Suma Jkt H/Q", 1 ,"J5380260A70","R","A","A", 2914021 ,"01"
 81000 , 81000 , 0 , 33593.5733 , 47406.4267 , 58.52645271605 ,"13/09/2021","41626", 402945 ,"Bodyshop","J","14920","Mr Pritesh Mahendra Khimji", 1 ,"J52113BZ100","R","A","A", 2927344 ,"01"
 366000 , 340000 , 26000 , 227893.1462 , 112106.8538 , 32.97260405882 ,"15/09/2021","28658", 403181 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J0885000801","F","M","M", 2830217 ,"01"
 660000 , 596700 , 63300 , 299114.4704 , 297585.5296 , 49.87188362661 ,"15/09/2021","28658", 403181 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J561010K380","F","M","M", 2830218 ,"01"
 968048 , 968048 , 0 , 517414.48 , 450633.52 , 46.55074128556 ,"15/09/2021","42594", 403314 ,"Bodyshop","J","10456","China Railway Seventh Group", 1 ,"J8101660M70","F","A","A", 2930257 ,"01"
 87700 , 116365 ,-28665 , 62142.8886 , 54222.1114 , 46.59658093069 ,"16/09/2021","39881", 403542 ,"Bodyshop","J","13897","Gbp Tanzania Limited", 1 ,"J5215560070","R","A","A", 2916726 ,"01"
 87700 , 116365 ,-28665 , 60211.8142 , 56153.1858 , 48.25607854595 ,"16/09/2021","39881", 403542 ,"Bodyshop","J","13897","Gbp Tanzania Limited", 1 ,"J5215660070","R","A","A", 2916727 ,"01"
 264792 , 264792 , 0 , 125267.9234 , 139524.0766 , 52.69195315568 ,"16/09/2021","42677", 403515 ,"Bodyshop","J","01718","Yara Tanzania Limited.", 2 ,"J6921160090C1","R","A","A", 2930779 ,"01"
 424388 , 424388 , 0 , 245819.705 , 178568.295 , 42.07665980188 ,"20/09/2021","30954", 403730 ,"Bodyshop","J","02209","J.H.Minet & Co. (t) Limited", 1 ,"J8156142202","F","L","L", 2854228 ,"01"
 123300 , 167280 ,-43980 , 78474.575 , 88805.425 , 53.08789155906 ,"23/09/2021","41662", 404020 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J8484028040","F","M","M", 2544019 ,"01"
 589700 , 750040 ,-160340 , 351981.17 , 398058.83 , 53.07168017706 ,"23/09/2021","41662", 404020 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J8990460B02","F","M","M", 2544018 ,"01"
 823700 , 1112480 ,-288780 , 438078.82 , 674401.18 , 60.62142060981 ,"23/09/2021","41662", 404020 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J8427060051","F","M","M", 2544016 ,"01"
 146500 , 124525 , 21975 , 73730.7398 , 50794.2602 , 40.79041172455 ,"23/09/2021","20372", 404017 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J8521260220","F","M","M", 2769984 ,"01"
 63900 , 54315 , 9585 , 28689.7886 , 25625.2114 , 47.17888502255 ,"23/09/2021","20372", 404017 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J8522242130","F","M","M", 2769983 ,"01"
 451000 , 272000 , 179000 , 286679.7367 ,-14679.7367 ,-5.396962022059 ,"23/09/2021","30552", 404014 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J81580BZ050","F","M","M", 2846302 ,"01"
 600000 , 310250 , 289750 , 326149.16 ,-15899.16 ,-5.124628525383 ,"23/09/2021","30552", 404014 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J81550BZ490","F","M","M", 2846301 ,"01"
 57600 , 63835 ,-6235 , 33794.2897 , 30040.7103 , 47.05993624187 ,"23/09/2021","34925", 404013 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J538060K070","F","M","M", 2871397 ,"01"
 80000 , 68000 , 12000 , 47350.333 , 20649.667 , 30.36715735294 ,"23/09/2021","34925", 404013 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J766250K150","F","M","M", 2871398 ,"01"
 275000 , 233750 , 41250 , 151248.7045 , 82501.2955 , 35.29467187166 ,"23/09/2021","36827", 404019 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J815600K281","F","M","M", 2885770 ,"01"
 790000 , 771687.8 , 18312.2 , 365606.0705 , 406081.7295 , 52.62254107166 ,"23/09/2021","39745", 404018 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J561010K060","F","M","M", 2906901 ,"01"
 366000 , 340000 , 26000 , 172008.6312 , 167991.3688 , 49.40922611765 ,"23/09/2021","39745", 404018 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J0885000801","F","M","M", 2906902 ,"01"
 1228692 , 1044388.2 , 184303.8 , 624541.49 , 419846.71 , 40.20025408177 ,"23/09/2021","35792", 404015 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J5610142400","F","M","M", 2913817 ,"01"
 366000 , 311100 , 54900 , 171340.3326 , 139759.6674 , 44.92435467695 ,"23/09/2021","35792", 404015 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J0885000801","F","M","M", 2913818 ,"01"
 110000 , 88000 , 22000 , 76693.7272 , 11306.2728 , 12.84803727273 ,"23/09/2021","40374", 404021 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J7572160111","F","M","M", 2923914 ,"01"
 980000 , 634334 , 345666 , 617843.2931 , 16490.7069 , 2.599688318772 ,"29/09/2021","35678", 404489 ,"Bodyshop","J","99024","Toyota Warranty", 1 ,"J164000L390","W","J","J", 2886005 ,"01"
 18088 , 12656 , 5432 , 12130.951 , 525.049 , 4.148617256637 ,"29/09/2021","37017", 404490 ,"Bodyshop","J","99024","Toyota Warranty", 14 ,"J6231960040","W","J","J", 2887183 ,"01"
 40600 , 40600 , 0 , 37047.8605 , 3552.1395 , 8.749112068966 ,"29/09/2021","37017", 404490 ,"Bodyshop","J","99024","Toyota Warranty", 35 ,"J6823160010","W","J","J", 2887184 ,"01"
 2784 , 2784 , 0 , 2893.09 ,-109.09 ,-3.918462643678 ,"29/09/2021","37017", 404490 ,"Bodyshop","J","99024","Toyota Warranty", 1 ,"J9095001955","W","J","J", 2887185 ,"01"
 183000 , 79993 , 103007 , 86050.2532 ,-6057.2532 ,-7.572229070044 ,"29/09/2021","40374", 404466 ,"Bodyshop","J","99024","Toyota Warranty", 1 ,"J0885000801","W","J","J", 2938160 ,"01"
 47900 , 59500 ,-11600 , 25552.4779 , 33947.5221 , 57.0546589916 ,"01/10/2021","42081", 404756 ,"Bodyshop","J","16526","Amanda Rawls", 1 ,"J531120K140","R","A","A", 2937853 ,"01"
 660000 , 594000 , 66000 , 302612.7659 , 291387.2341 , 49.05508991582 ,"07/10/2021","33421", 405242 ,"Bodyshop","J","16410","Meticulous General Insurance Company Limite", 1 ,"J561010K380","R","A","A", 2873865 ,"01"
 366000 , 329400 , 36600 , 226818.7546 , 102581.2454 , 31.14184741955 ,"07/10/2021","33421", 405242 ,"Bodyshop","J","16410","Meticulous General Insurance Company Limite", 2 ,"J0885000801","R","A","A", 2873866 ,"01"
 385900 , 385900 , 0 , 216463.59 , 169436.41 , 43.90681782845 ,"07/10/2021","28551", 405241 ,"Bodyshop","J","12427","Mediteranean Shipping Co.", 1 ,"J8158042032","R","A","A", 2892884 ,"01"
 18000 , 37000 ,-19000 , 11830.1173 , 25169.8827 , 68.02671 ,"08/10/2021","44001", 405332 ,"Bodyshop","J","16262","Mrs N Mihonye", 1 ,"J90915YZZE1","R","A","A", 2939733 ,"01"
 660000 , 561000 , 99000 , 342057.8352 , 218942.1648 , 39.02712385027 ,"13/10/2021","40924", 405797 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J561010K380","F","M","M", 2914493 ,"01"
 366000 , 366000 , 0 , 171340.3326 , 194659.6674 , 53.18570147541 ,"13/10/2021","40924", 405797 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J0885000801","F","M","M", 2914494 ,"01"
 37808 , 37808 , 0 , 19597.3367 , 18210.6633 , 48.16616403936 ,"13/10/2021","40924", 405797 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J56117KK060","F","M","M", 2914495 ,"01"
 215696 , 194126.4 , 21569.6 , 92556.19 , 101570.21 , 52.32168834327 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J5217960080","R","A","A", 2901587 ,"01"
 78400 , 94064.4 ,-15664.4 , 49236.0333 , 44828.3667 , 47.65710162399 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J5215560080","R","A","A", 2901586 ,"01"
 78400 , 94064.4 ,-15664.4 , 51059.74 , 43004.66 , 45.7183163875 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J5215660080","R","A","A", 2901585 ,"01"
 117040 , 105336 , 11704 , 83600 , 21736 , 20.63492063492 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J7662660330","R","A","A", 2930968 ,"01"
 694400 , 624960 , 69440 , 373590.8775 , 251369.1225 , 40.22163378456 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"J5215960971","R","A","A", 2943762 ,"01"
 3345940 , 3011346 , 334594 , 1672071.145 , 1339274.855 , 44.47429338907 ,"20/10/2021","37721", 406179 ,"Bodyshop","J","13421","Mayfair Insurance Company Tanzania Ltd", 1 ,"JPZ32260047E1","R","A","A", 2949688 ,"01"
 8000000 , 5670000 , 2330000 , 3795469.68 , 1874530.32 , 33.0604994709 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J51001KK630","F","M","M", 2877499 ,"01"
 475000 , 427500 , 47500 , 316429.4868 , 111070.5132 , 25.98140659649 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J480690K090","F","M","M", 2877500 ,"01"
 495000 , 445500 , 49500 , 320907.5471 , 124592.4529 , 27.96688056117 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J480680K090","F","M","M", 2877501 ,"01"
 165146.88 , 140374.85 , 24772.03 , 165146.88 ,-24772.03 ,-17.64705714735 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J481310KJ80","F","M","M", 2877502 ,"01"
 175000 , 157500 , 17500 , 91735.1516 , 65764.8484 , 41.75545930159 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J51410KK020","F","M","M", 2877503 ,"01"
 250540.43 , 212959.37 , 37581.06 , 250540.425 ,-37581.055 ,-17.64705398969 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J51021KK010","F","M","M", 2877504 ,"01"
 180706.64 , 153600.65 , 27105.99 , 180706.64 ,-27105.99 ,-17.64705422796 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J51203KK040","F","M","M", 2877505 ,"01"
 36952.4 , 31409.54 , 5542.86 , 36952.4 ,-5542.86 ,-17.64705882353 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 8 ,"J90105T0257","F","M","M", 2877507 ,"01"
 60000 , 54000 , 6000 , 31535.2668 , 22464.7332 , 41.60135777778 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J481900K040","F","M","M", 2877509 ,"01"
 60000 , 54000 , 6000 , 31593.9728 , 22406.0272 , 41.49264296296 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J481900K050","F","M","M", 2877510 ,"01"
 420000 , 378000 , 42000 , 293156.9662 , 84843.0338 , 22.44524703704 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J486100K040","F","M","M", 2877511 ,"01"
 241200 , 205020 , 36180 , 194512.94 , 10507.06 , 5.124895132182 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J486090K120","F","M","M", 2877512 ,"01"
 737457.34 , 626838.74 , 110618.6 , 737457.34 ,-110618.6 ,-17.64705863585 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J487200K030","F","M","M", 2877513 ,"01"
 354079.87 , 300967.89 , 53111.98 , 450534.03 ,-149566.14 ,-49.69504886385 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J487400K070","F","M","M", 2877514 ,"01"
 366000 , 217800.06 , 148199.94 , 171340.3326 , 46459.7274 , 21.33136574894 ,"21/10/2021","40735", 406379 ,"Bodyshop","J","00366","Toyota Tanzania Limited,", 2 ,"J0885000801","I","H","H", 2916105 ,"01"
 552040.4 , 469234.34 , 82806.06 , 552040.3984 ,-82806.0584 ,-17.64705848255 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 2 ,"J485108Z208","F","M","M", 2882112 ,"01"
 11000 , 9900 , 1100 , 6692.0033 , 3207.9967 , 32.40400707071 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J9094801100","F","M","M", 2882143 ,"01"
 12500 , 10625 , 1875 , 11000 ,-375 ,-3.529411764706 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J9094801088","F","M","M", 2882279 ,"01"
 5800 , 5220 , 580 , 3622.7437 , 1597.2563 , 30.59877969349 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 1 ,"J9094803011","F","M","M", 2882281 ,"01"
 73600 , 66240 , 7360 , 40507.1476 , 25732.8524 , 38.84790519324 ,"21/10/2021","35678", 406273 ,"Bodyshop","J","02606","Salute Finance Limited", 4 ,"J0888980089","F","M","M", 2887227 ,"01"
